timestamp,impression_count
2026-02-01 00:00:00,4561
2026-02-01 00:05:00,4873
2026-02-01 00:10:00,4120
2026-02-01 00:15:00,4108
2026-02-01 00:20:00,4066
2026-02-01 00:25:00,4698
2026-02-01 00:30:00,4476
2026-02-01 00:35:00,4692
2026-02-01 00:40:00,4659
2026-02-01 00:45:00,4206
2026-02-01 00:50:00,4550
2026-02-01 00:55:00,4787
2026-02-01 01:00:00,4177
2026-02-01 01:05:00,4038
2026-02-01 01:10:00,4086
2026-02-01 01:15:00,4130
2026-02-01 01:20:00,4005
2026-02-01 01:25:00,4246
2026-02-01 01:30:00,4223
2026-02-01 01:35:00,4411
2026-02-01 01:40:00,4340
2026-02-01 01:45:00,4119
2026-02-01 01:50:00,4384
2026-02-01 01:55:00,3968
2026-02-01 02:00:00,4583
2026-02-01 02:05:00,4300
2026-02-01 02:10:00,5050
2026-02-01 02:15:00,4426
2026-02-01 02:20:00,4906
2026-02-01 02:25:00,4421
2026-02-01 02:30:00,4753
2026-02-01 02:35:00,4276
2026-02-01 02:40:00,4736
2026-02-01 02:45:00,4581
2026-02-01 02:50:00,4424
2026-02-01 02:55:00,4853
2026-02-01 03:00:00,4277
2026-02-01 03:05:00,3799
2026-02-01 03:10:00,3968
2026-02-01 03:15:00,3962
2026-02-01 03:20:00,4210
2026-02-01 03:25:00,3812
2026-02-01 03:30:00,4227
2026-02-01 03:35:00,3859
2026-02-01 03:40:00,3786
2026-02-01 03:45:00,3874
2026-02-01 03:50:00,4262
2026-02-01 03:55:00,4134
2026-02-01 04:00:00,4318
2026-02-01 04:05:00,3963
2026-02-01 04:10:00,4071
2026-02-01 04:15:00,4481
2026-02-01 04:20:00,4167
2026-02-01 04:25:00,4534
2026-02-01 04:30:00,4274
2026-02-01 04:35:00,4154
2026-02-01 04:40:00,3896
2026-02-01 04:45:00,4350
2026-02-01 04:50:00,4173
2026-02-01 04:55:00,3881
2026-02-01 05:00:00,4054
2026-02-01 05:05:00,3870
2026-02-01 05:10:00,4601
2026-02-01 05:15:00,4501
2026-02-01 05:20:00,4076
2026-02-01 05:25:00,3911
2026-02-01 05:30:00,4398
2026-02-01 05:35:00,4236
2026-02-01 05:40:00,4484
2026-02-01 05:45:00,4248
2026-02-01 05:50:00,4327
2026-02-01 05:55:00,4429
2026-02-01 06:00:00,4406
2026-02-01 06:05:00,4502
2026-02-01 06:10:00,3873
2026-02-01 06:15:00,4161
2026-02-01 06:20:00,4245
2026-02-01 06:25:00,4336
2026-02-01 06:30:00,4252
2026-02-01 06:35:00,4143
2026-02-01 06:40:00,4485
2026-02-01 06:45:00,4164
2026-02-01 06:50:00,3745
2026-02-01 06:55:00,4027
2026-02-01 07:00:00,13896
2026-02-01 07:05:00,14722
2026-02-01 07:10:00,13332
2026-02-01 07:15:00,12661
2026-02-01 07:20:00,14856
2026-02-01 07:25:00,14256
2026-02-01 07:30:00,14636
2026-02-01 07:35:00,14507
2026-02-01 07:40:00,13662
2026-02-01 07:45:00,14555
2026-02-01 07:50:00,12875
2026-02-01 07:55:00,14390
2026-02-01 08:00:00,13491
2026-02-01 08:05:00,13929
2026-02-01 08:10:00,15117
2026-02-01 08:15:00,13293
2026-02-01 08:20:00,15908
2026-02-01 08:25:00,13719
2026-02-01 08:30:00,15611
2026-02-01 08:35:00,13433
2026-02-01 08:40:00,14279
2026-02-01 08:45:00,15691
2026-02-01 08:50:00,13480
2026-02-01 08:55:00,14709
2026-02-01 09:00:00,12290
2026-02-01 09:05:00,10680
2026-02-01 09:10:00,10902
2026-02-01 09:15:00,11863
2026-02-01 09:20:00,11929
2026-02-01 09:25:00,10481
2026-02-01 09:30:00,10192
2026-02-01 09:35:00,11249
2026-02-01 09:40:00,12342
2026-02-01 09:45:00,12239
2026-02-01 09:50:00,11597
2026-02-01 09:55:00,12367
2026-02-01 10:00:00,11534
2026-02-01 10:05:00,12182
2026-02-01 10:10:00,11141
2026-02-01 10:15:00,10436
2026-02-01 10:20:00,11029
2026-02-01 10:25:00,11850
2026-02-01 10:30:00,12196
